Nifty 50,sensex,BankBaroda(share price),volume,LTT,Bid-1,orders-1,Qty-1,Bid-2,orders-2,Qty-2,Bid-3,orders-3,Qty-3,Bid-4,orders-4,Qty-4,Bid-5,orders-5,Qty-5,Total-1,offer-1,orders-1,Qty-1,offer-2,orders-2,Qty-2,offer-3,orders-3,Qty-3,offer-4,orders-4,Qty-4,offer-5,orders-5,Qty-5,Total-2,Average_price
10641.60,36201.37,0,4880491.0,09:41:06,47.8,12.0,15458.0,47.75,32.0,37866.0,47.7,44.0,75645.0,47.65,24.0,55290.0,47.6,34.0,70933.0,3002532.0,47.85,47.0,39882.0,47.9,63.0,60088.0,47.95,57.0,89226.0,48.0,145.0,97554.0,48.05,29.0,48486.0,2459893.0,47.36
10641.30,36201.24,0,4880491.0,09:41:06,47.8,12.0,15458.0,47.75,32.0,37866.0,47.7,44.0,75645.0,47.65,24.0,55290.0,47.6,34.0,70933.0,3002532.0,47.85,47.0,39882.0,47.9,63.0,60088.0,47.95,57.0,89226.0,48.0,145.0,97554.0,48.05,29.0,48486.0,2459893.0,47.36
10639.00,36202.45,0,4881346.0,09:41:08,47.8,11.0,14406.0,47.75,34.0,38894.0,47.7,43.0,71177.0,47.65,24.0,55290.0,47.6,33.0,70883.0,3002480.0,47.85,51.0,43627.0,47.9,59.0,56388.0,47.95,59.0,97436.0,48.0,145.0,97554.0,48.05,29.0,48486.0,2468248.0,47.36
10639.15,36199.15,0,4881346.0,09:41:08,47.8,11.0,14406.0,47.75,34.0,38894.0,47.7,43.0,71177.0,47.65,24.0,55290.0,47.6,33.0,70883.0,3002480.0,47.85,51.0,43627.0,47.9,59.0,56388.0,47.95,59.0,97436.0,48.0,145.0,97554.0,48.05,29.0,48486.0,2468248.0,47.36
10641.10,36199.67,0,4915472.0,09:41:11,47.75,29.0,34072.0,47.7,44.0,75209.0,47.65,24.0,52155.0,47.6,32.0,69422.0,47.55,23.0,50445.0,2978998.0,47.8,9.0,10705.0,47.85,54.0,44207.0,47.9,59.0,43990.0,47.95,58.0,89236.0,48.0,144.0,97213.0,2465582.0,47.37
10641.10,36199.67,0,4916122.0,09:41:12,47.75,28.0,29590.0,47.7,46.0,79991.0,47.65,25.0,52785.0,47.6,33.0,69427.0,47.55,23.0,50445.0,2980443.0,47.8,12.0,12705.0,47.85,56.0,56961.0,47.9,62.0,60291.0,47.95,59.0,90316.0,48.0,145.0,97963.0,2498727.0,47.37
10640.00,36200.94,0,4916122.0,09:41:12,47.75,28.0,29590.0,47.7,46.0,79991.0,47.65,25.0,52785.0,47.6,33.0,69427.0,47.55,23.0,50445.0,2980443.0,47.8,12.0,12705.0,47.85,56.0,56961.0,47.9,62.0,60291.0,47.95,59.0,90316.0,48.0,145.0,97963.0,2498727.0,47.37
10639.20,36198.20,0,4917381.0,09:41:14,47.75,26.0,25505.0,47.7,44.0,76872.0,47.65,27.0,55904.0,47.6,33.0,69427.0,47.55,23.0,50445.0,2976138.0,47.8,17.0,16601.0,47.85,60.0,64862.0,47.9,59.0,54120.0,47.95,59.0,89336.0,48.0,146.0,97973.0,2503423.0,47.37
10639.30,36197.96,0,4926235.0,09:41:15,47.75,30.0,29710.0,47.7,46.0,79991.0,47.65,25.0,52785.0,47.6,33.0,69427.0,47.55,22.0,50145.0,2980193.0,47.8,15.0,11847.0,47.85,62.0,65462.0,47.9,59.0,54120.0,47.95,59.0,89336.0,48.0,148.0,103273.0,2508259.0,47.37
10639.50,36197.39,0,4926495.0,09:41:17,47.75,31.0,29790.0,47.7,46.0,79991.0,47.65,25.0,52785.0,47.6,33.0,69427.0,47.55,22.0,50145.0,2987338.0,47.8,16.0,11787.0,47.85,63.0,68033.0,47.9,59.0,54120.0,47.95,59.0,89336.0,48.0,148.0,103273.0,2510770.0,47.37
10638.45,36196.73,0,4926495.0,09:41:17,47.75,31.0,29790.0,47.7,46.0,79991.0,47.65,25.0,52785.0,47.6,33.0,69427.0,47.55,22.0,50145.0,2987338.0,47.8,16.0,11787.0,47.85,63.0,68033.0,47.9,59.0,54120.0,47.95,59.0,89336.0,48.0,148.0,103273.0,2510770.0,47.37
10638.40,36191.18,0,4932420.0,09:41:18,47.75,33.0,34038.0,47.7,49.0,85171.0,47.65,25.0,52785.0,47.6,33.0,69427.0,47.55,22.0,50145.0,2996886.0,47.8,11.0,5214.0,47.85,65.0,68333.0,47.9,59.0,54120.0,47.95,59.0,89336.0,48.0,147.0,103073.0,2504302.0,47.37
10639.65,36192.27,0,4964513.0,09:41:20,47.75,1.0,2492.0,47.7,34.0,40368.0,47.65,35.0,77274.0,47.6,35.0,71507.0,47.55,21.0,41945.0,2955613.0,47.8,23.0,28705.0,47.85,68.0,80833.0,47.9,59.0,54120.0,47.95,59.0,89336.0,48.0,146.0,102973.0,2530503.0,47.37
10638.55,36195.81,0,4991941.0,09:41:22,47.7,16.0,18394.0,47.65,34.0,74049.0,47.6,36.0,72207.0,47.55,21.0,41945.0,47.5,39.0,82320.0,2928172.0,47.75,16.0,18282.0,47.8,33.0,39993.0,47.85,60.0,79977.0,47.9,59.0,53540.0,47.95,57.0,80795.0,2542689.0,47.37
10638.85,36199.81,0,4991941.0,09:41:22,47.7,16.0,18394.0,47.65,34.0,74049.0,47.6,36.0,72207.0,47.55,21.0,41945.0,47.5,39.0,82320.0,2928172.0,47.75,16.0,18282.0,47.8,33.0,39993.0,47.85,60.0,79977.0,47.9,59.0,53540.0,47.95,57.0,80795.0,2542689.0,47.37
10639.20,36197.26,0,4993726.0,09:41:23,47.7,25.0,29325.0,47.65,34.0,72822.0,47.6,36.0,75539.0,47.55,21.0,41945.0,47.5,39.0,82320.0,2936163.0,47.75,3.0,2557.0,47.8,29.0,32683.0,47.85,68.0,79158.0,47.9,64.0,69046.0,47.95,59.0,81336.0,2542319.0,47.37
10638.65,36197.95,0,4993955.0,09:41:25,47.7,34.0,47238.0,47.65,28.0,46341.0,47.6,38.0,83789.0,47.55,22.0,50145.0,47.5,38.0,74120.0,2929918.0,47.8,26.0,22840.0,47.85,59.0,65391.0,47.9,64.0,68366.0,47.95,59.0,81336.0,48.0,148.0,103378.0,2520174.0,47.37
10640.10,36198.81,0,4993955.0,09:41:25,47.7,34.0,47238.0,47.65,28.0,46341.0,47.6,38.0,83789.0,47.55,22.0,50145.0,47.5,38.0,74120.0,2929918.0,47.8,26.0,22840.0,47.85,59.0,65391.0,47.9,64.0,68366.0,47.95,59.0,81336.0,48.0,148.0,103378.0,2520174.0,47.37
10639.85,36197.76,0,4993955.0,09:41:25,47.7,34.0,47238.0,47.65,28.0,46341.0,47.6,38.0,83789.0,47.55,22.0,50145.0,47.5,38.0,74120.0,2929918.0,47.8,26.0,22840.0,47.85,59.0,65391.0,47.9,64.0,68366.0,47.95,59.0,81336.0,48.0,148.0,103378.0,2520174.0,47.37
10639.55,36200.41,0,5021080.0,09:41:28,47.8,11.0,35644.0,47.75,32.0,63756.0,47.7,33.0,58360.0,47.65,25.0,48807.0,47.6,34.0,56152.0,2994836.0,47.85,46.0,37022.0,47.9,77.0,82683.0,47.95,61.0,90616.0,48.0,150.0,103819.0,48.05,31.0,48501.0,2517835.0,47.37
10638.20,36197.47,0,5021080.0,09:41:28,47.8,11.0,35644.0,47.75,32.0,63756.0,47.7,33.0,58360.0,47.65,25.0,48807.0,47.6,34.0,56152.0,2994836.0,47.85,46.0,37022.0,47.9,77.0,82683.0,47.95,61.0,90616.0,48.0,150.0,103819.0,48.05,31.0,48501.0,2517835.0,47.37
10639.50,36200.88,0,5051997.0,09:41:30,47.75,14.0,13787.0,47.7,39.0,72304.0,47.65,26.0,49807.0,47.6,33.0,47952.0,47.55,22.0,50145.0,2935711.0,47.8,16.0,22534.0,47.85,67.0,69105.0,47.9,64.0,66546.0,47.95,60.0,89536.0,48.0,149.0,103478.0,2547194.0,47.38
10638.60,36205.81,0,5061247.0,09:41:32,47.75,22.0,22171.0,47.7,42.0,76609.0,47.65,26.0,49990.0,47.6,33.0,47952.0,47.55,23.0,51042.0,2940600.0,47.8,8.0,9707.0,47.85,69.0,68276.0,47.9,67.0,70415.0,47.95,60.0,89536.0,48.0,149.0,103478.0,2544407.0,47.38
10638.60,36205.81,0,5061247.0,09:41:32,47.75,22.0,22171.0,47.7,42.0,76609.0,47.65,26.0,49990.0,47.6,33.0,47952.0,47.55,23.0,51042.0,2940600.0,47.8,8.0,9707.0,47.85,69.0,68276.0,47.9,67.0,70415.0,47.95,60.0,89536.0,48.0,149.0,103478.0,2544407.0,47.38
10637.85,36195.42,0,5062307.0,09:41:34,47.75,12.0,10324.0,47.7,29.0,32884.0,47.65,37.0,75575.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2904530.0,47.8,21.0,25735.0,47.85,73.0,72146.0,47.9,65.0,71546.0,47.95,60.0,89536.0,48.0,148.0,98478.0,2554739.0,47.38
10636.85,36189.95,0,5062936.0,09:41:36,47.75,14.0,14879.0,47.7,32.0,37472.0,47.65,36.0,71107.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2909255.0,47.8,25.0,26887.0,47.85,74.0,95863.0,47.9,65.0,71546.0,47.95,61.0,89541.0,48.0,148.0,98478.0,2580713.0,47.38
10637.85,36189.58,0,5062936.0,09:41:36,47.75,14.0,14879.0,47.7,32.0,37472.0,47.65,36.0,71107.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2909255.0,47.8,25.0,26887.0,47.85,74.0,95863.0,47.9,65.0,71546.0,47.95,61.0,89541.0,48.0,148.0,98478.0,2580713.0,47.38
10637.35,36192.05,0,5063135.0,09:41:37,47.75,13.0,11409.0,47.7,33.0,37474.0,47.65,36.0,71107.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2887987.0,47.8,36.0,40355.0,47.85,69.0,110031.0,47.9,65.0,78666.0,47.95,60.0,81341.0,48.0,149.0,98479.0,2603433.0,47.38
10637.55,36194.40,0,5065795.0,09:41:39,47.75,13.0,10807.0,47.7,33.0,37474.0,47.65,36.0,71107.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2888410.0,47.8,26.0,26567.0,47.85,77.0,98503.0,47.9,70.0,80526.0,47.95,61.0,81351.0,48.0,149.0,98479.0,2583824.0,47.38
10636.45,36188.15,0,5065795.0,09:41:39,47.75,13.0,10807.0,47.7,33.0,37474.0,47.65,36.0,71107.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2888410.0,47.8,26.0,26567.0,47.85,77.0,98503.0,47.9,70.0,80526.0,47.95,61.0,81351.0,48.0,149.0,98479.0,2583824.0,47.38
10636.55,36185.99,0,5066262.0,09:41:41,47.75,16.0,10134.0,47.7,32.0,37424.0,47.65,36.0,71107.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2887687.0,47.8,27.0,29061.0,47.85,80.0,101103.0,47.9,70.0,80526.0,47.95,61.0,81351.0,48.0,149.0,98479.0,2588968.0,47.38
10637.65,36189.25,0,5066688.0,09:41:42,47.75,17.0,11126.0,47.7,32.0,37424.0,47.65,36.0,71107.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2888229.0,47.8,28.0,28911.0,47.85,81.0,102103.0,47.9,70.0,80526.0,47.95,61.0,81351.0,48.0,149.0,98479.0,2591318.0,47.38
10639.15,36194.62,0,5071204.0,09:41:44,47.75,13.0,6610.0,47.7,33.0,37433.0,47.65,37.0,72107.0,47.6,34.0,47962.0,47.55,22.0,42842.0,2884022.0,47.8,28.0,28911.0,47.85,82.0,102303.0,47.9,70.0,79876.0,47.95,62.0,81851.0,48.0,150.0,99179.0,2592268.0,47.38
10638.65,36196.70,0,5071437.0,09:41:45,47.75,17.0,12069.0,47.7,32.0,37119.0,47.65,37.0,72107.0,47.6,34.0,47962.0,47.55,22.0,42842.0,2889717.0,47.8,31.0,31421.0,47.85,81.0,100303.0,47.9,70.0,79876.0,47.95,62.0,81851.0,48.0,148.0,97929.0,2592278.0,47.38
10638.65,36196.70,0,5071437.0,09:41:45,47.75,17.0,12069.0,47.7,32.0,37119.0,47.65,37.0,72107.0,47.6,34.0,47962.0,47.55,22.0,42842.0,2889717.0,47.8,31.0,31421.0,47.85,81.0,100303.0,47.9,70.0,79876.0,47.95,62.0,81851.0,48.0,148.0,97929.0,2592278.0,47.38
10637.35,36193.44,0,5077138.0,09:41:47,47.75,13.0,8208.0,47.7,36.0,41449.0,47.65,34.0,68091.0,47.6,35.0,48962.0,47.55,22.0,42842.0,2887370.0,47.8,38.0,39169.0,47.85,72.0,91972.0,47.9,70.0,86996.0,47.95,62.0,81851.0,48.0,148.0,97929.0,2595288.0,47.38
10639.15,36189.63,0,5077488.0,09:41:49,47.75,24.0,17607.0,47.7,37.0,44254.0,47.65,31.0,64869.0,47.6,35.0,48962.0,47.55,23.0,42945.0,2896465.0,47.8,25.0,27464.0,47.85,72.0,87587.0,47.9,69.0,78796.0,47.95,62.0,81851.0,48.0,149.0,98270.0,2575687.0,47.38
10637.55,36194.87,0,5077488.0,09:41:49,47.75,31.0,31895.0,47.7,40.0,46330.0,47.65,25.0,58426.0,47.6,35.0,48962.0,47.55,24.0,51145.0,2898764.0,47.8,23.0,17840.0,47.85,84.0,104404.0,47.9,71.0,80576.0,47.95,62.0,81851.0,48.0,149.0,98270.0,2593277.0,47.38
10638.35,36194.10,0,5077488.0,09:41:49,47.75,31.0,31895.0,47.7,40.0,46330.0,47.65,25.0,58426.0,47.6,35.0,48962.0,47.55,24.0,51145.0,2898764.0,47.8,23.0,17840.0,47.85,84.0,104404.0,47.9,71.0,80576.0,47.95,62.0,81851.0,48.0,149.0,98270.0,2593277.0,47.38
10637.40,36197.67,0,5077488.0,09:41:49,47.75,31.0,31895.0,47.7,40.0,46330.0,47.65,25.0,58426.0,47.6,35.0,48962.0,47.55,24.0,51145.0,2898764.0,47.8,23.0,17840.0,47.85,84.0,104404.0,47.9,71.0,80576.0,47.95,62.0,81851.0,48.0,149.0,98270.0,2593277.0,47.38
10639.05,36199.53,0,5095285.0,09:41:53,47.75,26.0,31970.0,47.7,42.0,62958.0,47.65,24.0,56007.0,47.6,35.0,48962.0,47.55,24.0,51145.0,2912948.0,47.8,7.0,7778.0,47.85,86.0,105289.0,47.9,70.0,79876.0,47.95,62.0,81851.0,48.0,151.0,98395.0,2592575.0,47.38
10640.55,36205.86,0,5095385.0,09:41:55,47.75,24.0,27402.0,47.7,42.0,65426.0,47.65,24.0,56007.0,47.6,35.0,48962.0,47.55,24.0,51145.0,2910948.0,47.8,9.0,8896.0,47.85,85.0,105189.0,47.9,70.0,79876.0,47.95,62.0,81851.0,48.0,151.0,98395.0,2593643.0,47.38
10641.60,36202.54,0,5095385.0,09:41:55,47.75,24.0,27402.0,47.7,42.0,65426.0,47.65,24.0,56007.0,47.6,35.0,48962.0,47.55,24.0,51145.0,2910948.0,47.8,9.0,8896.0,47.85,85.0,105189.0,47.9,70.0,79876.0,47.95,62.0,81851.0,48.0,151.0,98395.0,2593643.0,47.38
10644.20,36212.53,0,5100495.0,09:41:56,47.75,21.0,21186.0,47.7,43.0,65428.0,47.65,24.0,56007.0,47.6,35.0,48962.0,47.55,24.0,51145.0,2905734.0,47.8,14.0,29286.0,47.85,84.0,103189.0,47.9,70.0,79876.0,47.95,62.0,81851.0,48.0,152.0,98595.0,2613053.0,47.38
10643.10,36210.89,0,5149665.0,09:41:58,47.7,6.0,12143.0,47.65,32.0,71088.0,47.6,37.0,51042.0,47.55,23.0,42945.0,47.5,42.0,92925.0,2855631.0,47.75,13.0,17552.0,47.8,24.0,45409.0,47.85,72.0,89899.0,47.9,69.0,78796.0,47.95,62.0,81520.0,2615534.0,47.38
10642.75,36210.87,0,5150768.0,09:41:59,47.7,8.0,14241.0,47.65,35.0,74491.0,47.6,37.0,51042.0,47.55,23.0,42945.0,47.5,43.0,92930.0,2861637.0,47.75,16.0,18306.0,47.8,37.0,61376.0,47.85,73.0,90979.0,47.9,69.0,78796.0,47.95,62.0,81520.0,2659435.0,47.38
10643.45,36217.71,0,5151724.0,09:42:00,47.7,9.0,16197.0,47.65,35.0,74491.0,47.6,37.0,51042.0,47.55,23.0,42945.0,47.5,44.0,92932.0,2863995.0,47.75,13.0,14801.0,47.8,36.0,57921.0,47.85,78.0,105598.0,47.9,69.0,78796.0,47.95,62.0,81520.0,2668094.0,47.38
10643.55,36217.46,0,5151724.0,09:42:00,47.7,9.0,16197.0,47.65,35.0,74491.0,47.6,37.0,51042.0,47.55,23.0,42945.0,47.5,44.0,92932.0,2863995.0,47.75,13.0,14801.0,47.8,36.0,57921.0,47.85,78.0,105598.0,47.9,69.0,78796.0,47.95,62.0,81520.0,2668094.0,47.38
10643.85,36220.14,0,5151824.0,09:42:02,47.7,11.0,18897.0,47.65,35.0,74491.0,47.6,37.0,51042.0,47.55,23.0,42945.0,47.5,44.0,92932.0,2866705.0,47.75,11.0,10770.0,47.8,36.0,56356.0,47.85,80.0,105777.0,47.9,68.0,78396.0,47.95,63.0,81861.0,2669795.0,47.38
10644.55,36220.55,0,5151824.0,09:42:02,47.7,7.0,11506.0,47.65,27.0,62074.0,47.6,35.0,48962.0,47.55,23.0,42945.0,47.5,45.0,92933.0,2844918.0,47.75,16.0,17218.0,47.8,43.0,79252.0,47.85,75.0,115793.0,47.9,68.0,78396.0,47.95,63.0,83520.0,2703487.0,47.38
10644.35,36221.31,0,5151833.0,09:42:06,47.7,4.0,5028.0,47.65,35.0,70773.0,47.6,38.0,55074.0,47.55,23.0,42945.0,47.5,45.0,92933.0,2853252.0,47.75,19.0,19564.0,47.8,49.0,86271.0,47.85,74.0,112924.0,47.9,66.0,77306.0,47.95,63.0,83520.0,2708984.0,47.38
10643.85,36216.58,0,5151833.0,09:42:06,47.7,4.0,5028.0,47.65,35.0,70773.0,47.6,38.0,55074.0,47.55,23.0,42945.0,47.5,45.0,92933.0,2853252.0,47.75,19.0,19564.0,47.8,49.0,86271.0,47.85,74.0,112924.0,47.9,66.0,77306.0,47.95,63.0,83520.0,2708984.0,47.38
10644.05,36218.21,0,5160943.0,09:42:07,47.7,7.0,8844.0,47.65,35.0,70773.0,47.6,38.0,55074.0,47.55,23.0,42945.0,47.5,45.0,92933.0,2857219.0,47.75,18.0,19204.0,47.8,52.0,87621.0,47.85,74.0,112924.0,47.9,66.0,77306.0,47.95,63.0,83520.0,2711974.0,47.38
10644.85,36219.22,0,5160943.0,09:42:07,47.7,7.0,8844.0,47.65,35.0,70773.0,47.6,38.0,55074.0,47.55,23.0,42945.0,47.5,47.0,92952.0,2857988.0,47.75,18.0,19204.0,47.8,52.0,87621.0,47.85,73.0,112424.0,47.9,66.0,77306.0,47.95,63.0,83520.0,2711979.0,47.38
10644.35,36214.49,0,5161043.0,09:42:09,47.7,3.0,4510.0,47.65,35.0,70773.0,47.6,39.0,55174.0,47.55,23.0,42945.0,47.5,48.0,92977.0,2848499.0,47.75,19.0,19554.0,47.8,52.0,87621.0,47.85,73.0,112424.0,47.9,66.0,77306.0,47.95,63.0,83520.0,2712329.0,47.38
10645.50,36217.42,0,5161043.0,09:42:09,47.7,3.0,4510.0,47.65,35.0,70773.0,47.6,39.0,55174.0,47.55,23.0,42945.0,47.5,48.0,92977.0,2848499.0,47.75,19.0,19554.0,47.8,52.0,87621.0,47.85,73.0,112424.0,47.9,66.0,77306.0,47.95,63.0,83520.0,2712329.0,47.38
10647.65,36229.37,0,5161059.0,09:42:12,47.7,14.0,16969.0,47.65,34.0,70459.0,47.6,39.0,55174.0,47.55,23.0,42945.0,47.5,49.0,92986.0,2875655.0,47.75,12.0,22541.0,47.8,45.0,50356.0,47.85,79.0,117222.0,47.9,66.0,77306.0,47.95,64.0,83861.0,2690627.0,47.38
10648.40,36229.48,0,5162099.0,09:42:13,47.7,14.0,16644.0,47.65,34.0,70459.0,47.6,39.0,55174.0,47.55,23.0,42945.0,47.5,50.0,93336.0,2875885.0,47.75,15.0,29025.0,47.8,54.0,78025.0,47.85,74.0,118069.0,47.9,66.0,77306.0,47.95,63.0,83520.0,2717759.0,47.38
10649.60,36227.61,0,5180425.0,09:42:16,47.75,5.0,6574.0,47.7,27.0,35890.0,47.65,28.0,64737.0,47.6,36.0,49062.0,47.55,24.0,51145.0,2887530.0,47.8,38.0,47894.0,47.85,83.0,123959.0,47.9,66.0,73386.0,47.95,64.0,83861.0,48.0,152.0,98895.0,2722788.0,47.39
10649.85,36237.24,0,5180425.0,09:42:16,47.75,5.0,6574.0,47.7,27.0,35890.0,47.65,28.0,64737.0,47.6,36.0,49062.0,47.55,24.0,51145.0,2887530.0,47.8,38.0,47894.0,47.85,83.0,123959.0,47.9,66.0,73386.0,47.95,64.0,83861.0,48.0,152.0,98895.0,2722788.0,47.39
10653.65,36249.02,0,5180425.0,09:42:16,47.75,5.0,6574.0,47.7,27.0,35890.0,47.65,28.0,64737.0,47.6,36.0,49062.0,47.55,24.0,51145.0,2887530.0,47.8,38.0,47894.0,47.85,83.0,123959.0,47.9,66.0,73386.0,47.95,64.0,83861.0,48.0,152.0,98895.0,2722788.0,47.39
10650.00,36244.07,0,5180425.0,09:42:16,47.75,5.0,6574.0,47.7,27.0,35890.0,47.65,28.0,64737.0,47.6,36.0,49062.0,47.55,24.0,51145.0,2887530.0,47.8,38.0,47894.0,47.85,83.0,123959.0,47.9,66.0,73386.0,47.95,64.0,83861.0,48.0,152.0,98895.0,2722788.0,47.39
10650.75,36241.02,0,5197198.0,09:42:20,47.7,23.0,23241.0,47.65,31.0,55896.0,47.6,41.0,56424.0,47.55,23.0,42945.0,47.5,53.0,98201.0,2876230.0,47.75,8.0,25824.0,47.8,48.0,70538.0,47.85,78.0,104216.0,47.9,65.0,72306.0,47.95,64.0,83861.0,2748065.0,47.39
10650.75,36243.93,0,5197198.0,09:42:20,47.7,23.0,23241.0,47.65,31.0,55896.0,47.6,41.0,56424.0,47.55,23.0,42945.0,47.5,53.0,98201.0,2876230.0,47.75,8.0,25824.0,47.8,48.0,70538.0,47.85,78.0,104216.0,47.9,65.0,72306.0,47.95,64.0,83861.0,2748065.0,47.39
10651.20,36242.89,0,5208613.0,09:42:21,47.7,19.0,15780.0,47.65,31.0,55896.0,47.6,40.0,56324.0,47.55,23.0,42945.0,47.5,54.0,98301.0,2873081.0,47.75,16.0,33916.0,47.8,50.0,74086.0,47.85,78.0,104216.0,47.9,65.0,72306.0,47.95,64.0,83861.0,2756115.0,47.39
10650.90,36240.25,0,5209228.0,09:42:22,47.7,29.0,43076.0,47.65,32.0,69622.0,47.6,35.0,48962.0,47.55,25.0,59345.0,47.5,53.0,90101.0,2914175.0,47.75,14.0,26107.0,47.8,50.0,71599.0,47.85,77.0,103216.0,47.9,65.0,72306.0,47.95,64.0,83861.0,2752176.0,47.39
10649.70,36238.32,0,5210258.0,09:42:24,47.7,19.0,21400.0,47.65,24.0,43793.0,47.6,37.0,53930.0,47.55,23.0,42945.0,47.5,54.0,98301.0,2867600.0,47.75,33.0,51163.0,47.8,43.0,63648.0,47.85,76.0,105473.0,47.9,65.0,72306.0,47.95,64.0,83861.0,2760394.0,47.39
10651.65,36243.59,0,5211258.0,09:42:26,47.7,18.0,13286.0,47.65,34.0,56650.0,47.6,40.0,56324.0,47.55,23.0,42945.0,47.5,53.0,97301.0,2874777.0,47.75,35.0,50688.0,47.8,43.0,77129.0,47.85,76.0,105473.0,47.9,65.0,72306.0,47.95,64.0,83861.0,2773900.0,47.39
10651.95,36245.42,0,5211258.0,09:42:26,47.7,18.0,13286.0,47.65,34.0,56650.0,47.6,40.0,56324.0,47.55,23.0,42945.0,47.5,53.0,97301.0,2874777.0,47.75,35.0,50688.0,47.8,43.0,77129.0,47.85,76.0,105473.0,47.9,65.0,72306.0,47.95,64.0,83861.0,2773900.0,47.39
