Nifty 50,sensex,BankBaroda(share price),volume,LTT,Bid-1,orders-1,Qty-1,Bid-2,orders-2,Qty-2,Bid-3,orders-3,Qty-3,Bid-4,orders-4,Qty-4,Bid-5,orders-5,Qty-5,Total-1,offer-1,orders-1,Qty-1,offer-2,orders-2,Qty-2,offer-3,orders-3,Qty-3,offer-4,orders-4,Qty-4,offer-5,orders-5,Qty-5,Total-2,Average_price
10793.55,36693.64,0,18142749.0,12:33:14,48.85,49.0,65861.0,48.8,59.0,70596.0,48.75,43.0,72128.0,48.7,123.0,73565.0,48.65,52.0,63593.0,3036652.0,48.9,15.0,5957.0,48.95,62.0,68536.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5169555.0,49.33
10793.75,36689.65,0,18145749.0,12:33:15,48.85,44.0,62861.0,48.8,57.0,69146.0,48.75,44.0,65378.0,48.7,125.0,81774.0,48.65,52.0,63593.0,3033661.0,48.9,20.0,11597.0,48.95,61.0,68281.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5174940.0,49.33
10793.50,36691.62,0,18147699.0,12:33:16,48.85,32.0,48243.0,48.8,59.0,54915.0,48.75,48.0,69271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3008446.0,48.9,24.0,16399.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5179410.0,49.33
10793.40,36692.85,0,18147699.0,12:33:16,48.85,32.0,48243.0,48.8,59.0,54915.0,48.75,48.0,69271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3008446.0,48.9,24.0,16399.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5179410.0,49.33
10793.40,36692.65,0,18147799.0,12:33:18,48.85,32.0,48243.0,48.8,60.0,56915.0,48.75,48.0,69271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3010446.0,48.9,24.0,16299.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5179310.0,49.33
10792.10,36692.65,0,18147799.0,12:33:18,48.85,32.0,48243.0,48.8,60.0,56915.0,48.75,47.0,64271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3005446.0,48.9,24.0,16299.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5179310.0,49.33
10792.10,36691.06,0,18150799.0,12:33:22,48.85,35.0,51937.0,48.8,61.0,58915.0,48.75,47.0,64271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3011130.0,48.9,19.0,16959.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5180470.0,49.33
10793.10,36691.06,0,18150799.0,12:33:22,48.85,35.0,51937.0,48.8,61.0,58915.0,48.75,47.0,64271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3011030.0,48.9,19.0,16959.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5180470.0,49.33
10793.10,36691.06,0,18150799.0,12:33:22,48.85,35.0,51937.0,48.8,60.0,57915.0,48.75,47.0,64271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3010030.0,48.9,19.0,16959.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5180570.0,49.33
10792.65,36694.47,0,18150801.0,12:33:25,48.85,36.0,52117.0,48.8,61.0,59011.0,48.75,47.0,64271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3011306.0,48.9,20.0,16960.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5180571.0,49.33
10793.00,36694.66,0,18150801.0,12:33:25,48.85,36.0,52117.0,48.8,61.0,59011.0,48.75,47.0,64271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3011306.0,48.9,20.0,16960.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5180571.0,49.33
10793.00,36693.93,0,18152901.0,12:33:27,48.85,36.0,52117.0,48.8,61.0,59011.0,48.75,47.0,64271.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3011326.0,48.9,15.0,13982.0,48.95,61.0,72066.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5177593.0,49.33
10793.10,36693.93,0,18153502.0,12:33:29,48.85,36.0,52301.0,48.8,62.0,59761.0,48.75,46.0,63521.0,48.7,124.0,73574.0,48.65,52.0,63593.0,3011460.0,48.9,14.0,13381.0,48.95,62.0,72067.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5176943.0,49.33
10791.95,36693.34,0,18153502.0,12:33:29,48.85,37.0,52556.0,48.8,61.0,59506.0,48.75,46.0,63521.0,48.7,123.0,73565.0,48.65,52.0,63593.0,3011651.0,48.9,14.0,13381.0,48.95,62.0,72067.0,49.0,95.0,118695.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5176943.0,49.33
10792.40,36692.55,0,18153742.0,12:33:31,48.85,37.0,52337.0,48.8,61.0,59725.0,48.75,46.0,63521.0,48.7,123.0,73565.0,48.65,52.0,63593.0,3014651.0,48.9,14.0,13141.0,48.95,62.0,72067.0,49.0,94.0,105626.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5163634.0,49.33
10792.30,36692.47,0,18154042.0,12:33:32,48.85,36.0,52133.0,48.8,61.0,59725.0,48.75,46.0,63521.0,48.7,123.0,73565.0,48.65,52.0,63593.0,3014467.0,48.9,16.0,13684.0,48.95,63.0,72069.0,49.0,94.0,105626.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5164179.0,49.33
10791.75,36693.84,0,18154045.0,12:33:33,48.85,37.0,52533.0,48.8,61.0,58725.0,48.75,46.0,63521.0,48.7,123.0,73565.0,48.65,52.0,63593.0,3013867.0,48.9,16.0,13681.0,48.95,63.0,72069.0,49.0,94.0,105626.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5164176.0,49.33
10790.95,36690.75,0,18154045.0,12:33:33,48.85,38.0,52783.0,48.8,61.0,58725.0,48.75,46.0,63521.0,48.7,123.0,73565.0,48.65,52.0,63593.0,3014117.0,48.9,16.0,13681.0,48.95,63.0,72069.0,49.0,94.0,105626.0,49.05,32.0,43563.0,49.1,49.0,54961.0,5164676.0,49.33
10791.10,36690.75,0,18154547.0,12:33:36,48.85,37.0,52283.0,48.8,61.0,58725.0,48.75,46.0,63521.0,48.7,123.0,73565.0,48.65,52.0,63593.0,3014617.0,48.9,18.0,17159.0,48.95,63.0,72069.0,49.0,94.0,105626.0,49.05,32.0,43563.0,49.1,50.0,55111.0,5168204.0,49.33
10791.00,36690.34,0,18154547.0,12:33:36,48.85,37.0,52283.0,48.8,61.0,58725.0,48.75,46.0,63521.0,48.7,123.0,73565.0,48.65,52.0,63593.0,3014617.0,48.9,18.0,17159.0,48.95,63.0,72069.0,49.0,94.0,105626.0,49.05,32.0,43563.0,49.1,50.0,55111.0,5168204.0,49.33
10791.55,36690.34,0,18154547.0,12:33:36,48.85,32.0,44072.0,48.8,62.0,58761.0,48.75,47.0,63571.0,48.7,122.0,73515.0,48.65,52.0,63593.0,3008032.0,48.9,24.0,27722.0,48.95,62.0,83576.0,49.0,90.0,82765.0,49.05,32.0,43563.0,49.1,50.0,55111.0,5160004.0,49.33
10791.05,36690.34,0,18154647.0,12:33:38,48.85,31.0,43217.0,48.8,62.0,58761.0,48.75,47.0,63571.0,48.7,122.0,73515.0,48.65,52.0,63593.0,3007177.0,48.9,24.0,27622.0,48.95,62.0,83576.0,49.0,91.0,82766.0,49.05,32.0,43563.0,49.1,50.0,55111.0,5160405.0,49.33
10791.50,36691.58,0,18154647.0,12:33:38,48.85,31.0,43217.0,48.8,62.0,58761.0,48.75,47.0,63571.0,48.7,122.0,73515.0,48.65,52.0,63593.0,3007877.0,48.9,24.0,27622.0,48.95,63.0,91776.0,49.0,91.0,82766.0,49.05,32.0,43563.0,49.1,50.0,55111.0,5168605.0,49.33
10791.00,36691.35,0,18154647.0,12:33:38,48.85,31.0,43217.0,48.8,63.0,59161.0,48.75,47.0,63571.0,48.7,122.0,73515.0,48.65,52.0,63593.0,3007877.0,48.9,24.0,27622.0,48.95,62.0,83576.0,49.0,91.0,82766.0,49.05,32.0,43563.0,49.1,50.0,55111.0,5160405.0,49.33
10791.10,36691.35,0,18154647.0,12:33:38,48.85,31.0,43217.0,48.8,63.0,59161.0,48.75,47.0,63571.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3011877.0,48.9,26.0,29072.0,48.95,61.0,90326.0,49.0,91.0,82766.0,49.05,32.0,43563.0,49.1,51.0,55113.0,5168597.0,49.33
10791.70,36691.63,0,18154647.0,12:33:38,48.85,31.0,43217.0,48.8,63.0,59161.0,48.75,48.0,63578.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3011884.0,48.9,24.0,27622.0,48.95,63.0,91776.0,49.0,91.0,82766.0,49.05,32.0,43563.0,49.1,51.0,55113.0,5168597.0,49.33
10791.95,36690.27,0,18154647.0,12:33:38,48.85,31.0,43217.0,48.8,63.0,59161.0,48.75,48.0,63578.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3011884.0,48.9,24.0,27622.0,48.95,63.0,91776.0,49.0,91.0,82766.0,49.05,32.0,43563.0,49.1,51.0,55113.0,5168597.0,49.33
10790.85,36688.17,0,18154649.0,12:33:45,48.85,31.0,43215.0,48.8,63.0,59161.0,48.75,48.0,63578.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3011782.0,48.9,26.0,29072.0,48.95,61.0,90326.0,49.0,91.0,82766.0,49.05,32.0,43563.0,49.1,51.0,55113.0,5168597.0,49.33
10790.95,36691.97,0,18154649.0,12:33:45,48.85,31.0,43215.0,48.8,63.0,59161.0,48.75,48.0,63578.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3011782.0,48.9,26.0,29072.0,48.95,61.0,90326.0,49.0,91.0,82766.0,49.05,33.0,43564.0,49.1,51.0,55113.0,5168598.0,49.33
10791.20,36691.37,0,18154649.0,12:33:45,48.85,31.0,41818.0,48.8,62.0,59158.0,48.75,49.0,63978.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3010382.0,48.9,24.0,27622.0,48.95,62.0,83576.0,49.0,91.0,82766.0,49.05,33.0,43564.0,49.1,51.0,55113.0,5160898.0,49.33
10790.85,36689.86,0,18154749.0,12:33:49,48.85,31.0,41818.0,48.8,62.0,59158.0,48.75,49.0,63978.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3010382.0,48.9,29.0,29713.0,48.95,60.0,90290.0,49.0,91.0,82766.0,49.05,33.0,43564.0,49.1,51.0,55113.0,5169703.0,49.33
10790.85,36689.86,0,18154959.0,12:33:51,48.85,33.0,45493.0,48.8,62.0,59158.0,48.75,49.0,63978.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3014057.0,48.9,25.0,28027.0,48.95,61.0,82876.0,49.0,92.0,83466.0,49.05,33.0,43564.0,49.1,51.0,55113.0,5161303.0,49.33
10790.75,36687.61,0,18154959.0,12:33:51,48.85,33.0,45493.0,48.8,62.0,59158.0,48.75,49.0,63978.0,48.7,123.0,77515.0,48.65,52.0,63593.0,3014057.0,48.9,28.0,33128.0,48.95,61.0,82876.0,49.0,92.0,83466.0,49.05,33.0,43564.0,49.1,51.0,55113.0,5166404.0,49.33
10791.00,36685.92,0,18155459.0,12:33:52,48.85,31.0,43209.0,48.8,67.0,67490.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3011773.0,48.9,30.0,36629.0,48.95,61.0,82876.0,49.0,92.0,83466.0,49.05,33.0,43564.0,49.1,51.0,55113.0,5170105.0,49.33
10790.80,36685.82,0,18155569.0,12:33:55,48.85,30.0,42209.0,48.8,67.0,66685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009968.0,48.9,31.0,36655.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,52.0,55114.0,5171921.0,49.33
10790.10,36685.99,0,18156699.0,12:33:56,48.85,31.0,43994.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009753.0,48.9,30.0,35489.0,48.95,63.0,84401.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,52.0,55114.0,5170791.0,49.33
10790.10,36687.40,0,18156949.0,12:33:57,48.85,31.0,43994.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009753.0,48.9,30.0,36371.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,52.0,55114.0,5171587.0,49.33
10790.10,36687.40,0,18156950.0,12:33:59,48.85,33.0,44453.0,48.8,65.0,64430.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008957.0,48.9,30.0,36370.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,52.0,55114.0,5171586.0,49.33
10791.25,36688.18,0,18156951.0,12:33:59,48.85,33.0,44452.0,48.8,65.0,64430.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008956.0,48.9,30.0,36370.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5171869.0,49.33
10791.70,36689.34,0,18156951.0,12:33:59,48.85,33.0,44452.0,48.8,65.0,64430.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008956.0,48.9,30.0,36370.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5171870.0,49.33
10791.70,36689.34,0,18156951.0,12:33:59,48.85,33.0,44452.0,48.8,65.0,64430.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008956.0,48.9,30.0,36370.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5171870.0,49.33
10791.55,36689.05,0,18156951.0,12:33:59,48.85,34.0,44693.0,48.8,65.0,64430.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009191.0,48.9,30.0,36370.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5171870.0,49.33
10791.60,36689.28,0,18156951.0,12:33:59,48.85,34.0,44693.0,48.8,65.0,64430.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009191.0,48.9,30.0,36370.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5171870.0,49.33
10790.45,36689.20,0,18156951.0,12:33:59,48.85,34.0,44693.0,48.8,65.0,64430.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009191.0,48.9,30.0,36370.0,48.95,62.0,84365.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5171870.0,49.33
10790.45,36689.13,0,18157032.0,12:34:06,48.85,32.0,42671.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3007424.0,48.9,30.0,36370.0,48.95,63.0,84565.0,49.0,92.0,83766.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169020.0,49.33
10790.45,36689.20,0,18157043.0,12:34:08,48.85,33.0,44456.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009419.0,48.9,30.0,36359.0,48.95,64.0,84655.0,49.0,91.0,83676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169031.0,49.33
10790.75,36689.60,0,18157043.0,12:34:08,48.85,33.0,44456.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009419.0,48.9,30.0,36359.0,48.95,64.0,84655.0,49.0,91.0,83676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169031.0,49.33
10790.70,36689.50,0,18157043.0,12:34:08,48.85,33.0,44456.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009419.0,48.9,30.0,36359.0,48.95,64.0,84655.0,49.0,91.0,83676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169745.0,49.33
10791.20,36689.50,0,18157043.0,12:34:08,48.85,33.0,44456.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009419.0,48.9,30.0,36359.0,48.95,64.0,84655.0,49.0,91.0,83676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169695.0,49.33
10790.80,36690.11,0,18157043.0,12:34:08,48.85,33.0,44456.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009419.0,48.9,30.0,36359.0,48.95,64.0,84655.0,49.0,91.0,83676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169695.0,49.33
10790.30,36689.03,0,18157568.0,12:34:13,48.85,34.0,43399.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008362.0,48.9,32.0,46063.0,48.95,62.0,83205.0,49.0,92.0,75126.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169374.0,49.33
10789.65,36690.70,0,18157569.0,12:34:14,48.85,34.0,43399.0,48.8,66.0,64685.0,48.75,45.0,57646.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008362.0,48.9,32.0,46062.0,48.95,62.0,83205.0,49.0,92.0,75126.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169323.0,49.33
10789.45,36686.71,0,18157569.0,12:34:14,48.85,34.0,43399.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008489.0,48.9,32.0,46062.0,48.95,62.0,83205.0,49.0,92.0,75126.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169323.0,49.33
10790.30,36685.80,0,18157569.0,12:34:14,48.85,34.0,43399.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008514.0,48.9,32.0,46062.0,48.95,62.0,83205.0,49.0,92.0,75126.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5169323.0,49.33
10789.90,36685.19,0,18157569.0,12:34:14,48.85,34.0,43399.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008564.0,48.9,33.0,48562.0,48.95,62.0,83205.0,49.0,92.0,75126.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5171823.0,49.33
10790.65,36686.85,0,18157569.0,12:34:14,48.85,34.0,43399.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008564.0,48.9,33.0,48562.0,48.95,65.0,92855.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5180003.0,49.33
10790.15,36686.85,0,18157569.0,12:34:14,48.85,34.0,43399.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008714.0,48.9,33.0,48562.0,48.95,65.0,92855.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5180003.0,49.33
10790.15,36685.04,0,18157569.0,12:34:14,48.85,34.0,43399.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008734.0,48.9,33.0,48562.0,48.95,65.0,92855.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5180003.0,49.33
10790.25,36684.63,0,18157675.0,12:34:23,48.85,34.0,44328.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009813.0,48.9,32.0,45457.0,48.95,65.0,92855.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5176898.0,49.33
10790.25,36684.63,0,18157675.0,12:34:23,48.85,33.0,44326.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009811.0,48.9,32.0,45457.0,48.95,65.0,92855.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5176898.0,49.33
10790.05,36684.63,0,18157675.0,12:34:23,48.85,33.0,44326.0,48.8,67.0,64687.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009811.0,48.9,32.0,45457.0,48.95,65.0,92855.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5176898.0,49.33
10789.55,36682.02,0,18157677.0,12:34:25,48.85,33.0,44324.0,48.8,68.0,64737.0,48.75,46.0,57746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3009859.0,48.9,32.0,44103.0,48.95,65.0,94209.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5176898.0,49.33
10789.60,36682.66,0,18157677.0,12:34:25,48.85,33.0,28545.0,48.8,69.0,81737.0,48.75,47.0,57846.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3011180.0,48.9,33.0,44253.0,48.95,64.0,94059.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5176898.0,49.33
10789.45,36682.67,0,18157677.0,12:34:25,48.85,33.0,28545.0,48.8,69.0,81737.0,48.75,47.0,57846.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3011180.0,48.9,33.0,44253.0,48.95,64.0,94059.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5176898.0,49.33
10789.80,36681.32,0,18157877.0,12:34:28,48.85,34.0,28595.0,48.8,69.0,81737.0,48.75,47.0,57846.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3011230.0,48.9,31.0,42453.0,48.95,66.0,95659.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5176758.0,49.33
10788.50,36680.56,0,18157877.0,12:34:28,48.85,34.0,28595.0,48.8,69.0,81737.0,48.75,47.0,57846.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3011230.0,48.9,31.0,42453.0,48.95,66.0,95659.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5177258.0,49.33
10788.10,36679.66,0,18158429.0,12:34:32,48.85,34.0,28360.0,48.8,69.0,81737.0,48.75,46.0,55746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008895.0,48.9,31.0,43951.0,48.95,67.0,96659.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5179756.0,49.33
10787.85,36680.84,0,18158429.0,12:34:32,48.85,34.0,28360.0,48.8,69.0,81737.0,48.75,46.0,55746.0,48.7,122.0,75515.0,48.65,52.0,63593.0,3008895.0,48.9,31.0,43951.0,48.95,67.0,96659.0,49.0,90.0,73676.0,49.05,33.0,43564.0,49.1,53.0,55514.0,5179756.0,49.33
